what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1583828677908
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1583828677908
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1583828677909
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1583828677909
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1583828677910
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1583828677910
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1583828677910
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1583828677910
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1583828677911
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1583828677911
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1583828677912
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1583828677912
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1583828677913
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1583828677913
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1583828677913
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1583828677914
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1583828677914
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1583828677915
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1583828677915
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1583828677915
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1583828677915
os,sysinfo,,,"win32",1583828677917
arch,sysinfo,,,"x86",1583828677917
ws,sysinfo,,,"win32",1583828677917
locale,sysinfo,,,"en_GB",1583828677917
processors,sysinfo,,,"6",1583828677917
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1583828677917
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1583828677917
java.specification.name,sysinfo,,,"Java Platform API Specification",1583828677917
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1583828677917
java.specification.version,sysinfo,,,"1.6",1583828677917
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1583828677917
java.version,sysinfo,,,"1.6.0_23",1583828677917
java.vm.info,sysinfo,,,"mixed mode",1583828677917
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1583828677917
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1583828677917
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1583828677917
java.vm.specification.version,sysinfo,,,"1.0",1583828677917
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1583828677917
java.vm.version,sysinfo,,,"19.0-b09",1583828677917
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1583828678013
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1583828678308
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1583828706180
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1583828706376
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1583828706508
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1583828708426
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1583828708452
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1583828708454
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1583828715226
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1583828716723
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1583828716724
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1583828716725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1583828717051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1583828722178
